,Unnamed: 0,alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
10,10,barlovento-latin-bistro-new-york-2,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'spanish', u'title': u'Spanish'}, {u'alias': u'vegetarian', u'title': u'Vegetarian'}]",40.74323,-73.98033,(917) 265-8865,4363.17097618,T1k1t6NCxNa_2EZ1Sl-heQ,https://s3-media1.fl.yelpcdn.com/bphoto/hu4tsnb8akRKocRtQAoxHw/o.jpg,False,430 3rd Ave,,,New York,US,"[430 3rd Ave, New York, NY 10016]",NY,10016,Barlovento Latin Bistro,19172658865.0,$$,4.5,96,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/barlovento-latin-bistro-new-york-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
11,11,sabor-de-cuba-astoria,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'cuban', u'title': u'Cuban'}]",40.76217,-73.918358,(718) 777-1693,8986.99661899,ukOsBKML_Ph_hSyxv3gNlA,https://s3-media3.fl.yelpcdn.com/bphoto/ctOxY_CuF08MpY-SBM2Q9w/o.jpg,False,3703 31st Ave,,,Astoria,US,"[3703 31st Ave, Astoria, NY 11103]",NY,11103,Sabor De Cuba,17187771693.0,$$,4.0,228,"[pickup, restaurant_reservation, delivery]",https://www.yelp.com/biz/sabor-de-cuba-astoria?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
12,12,rincon-criollo-corona,"[{u'alias': u'cuban', u'title': u'Cuban'}]",40.7489644,-73.8690814,(718) 639-8158,11611.3357673,zekbMn7KWtzxTFLtfEqb1w,https://s3-media3.fl.yelpcdn.com/bphoto/pjhX_v9p3jTQPkaFFE-hPw/o.jpg,False,40-09 Junction Blvd,,,Corona,US,"[40-09 Junction Blvd, Corona, NY 11368]",NY,11368,Rincon Criollo,17186398158.0,$$,4.5,683,"[delivery, pickup]",https://www.yelp.com/biz/rincon-criollo-corona?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
13,13,ñaño-ecuadorian-kitchen-new-york,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'salad', u'title': u'Salad'}]",40.7631,-73.99335,(646) 649-4678,6410.42984689,9YXvNE2jpEhA4k6M8WDH7A,https://s3-media1.fl.yelpcdn.com/bphoto/zqno-9_CdsRg1HBW5YEjCA/o.jpg,False,691 10th Ave,,,New York,US,"[691 10th Ave, New York, NY 10036]",NY,10036,Ñaño Ecuadorian Kitchen,16466494678.0,$$,4.5,412,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/%C3%B1a%C3%B1o-ecuadorian-kitchen-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
14,14,la-pulperia-ues-new-york-3,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'seafood', u'title': u'Seafood'}, {u'alias': u'cocktailbars', u'title': u'Cocktail Bars'}]",40.7766202,-73.9523275,(212) 933-0757,8668.1439586,q2D80--iDkSwf_OKsS-jdA,https://s3-media4.fl.yelpcdn.com/bphoto/dZqDRyWzmtXJXudOSqz6bw/o.jpg,False,1626 2nd Ave,,,New York,US,"[1626 2nd Ave, New York, NY 10028]",NY,10028,La Pulperia UES,12129330757.0,$$,4.0,544,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/la-pulperia-ues-new-york-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
15,15,flor-de-mayo-new-york-2,"[{u'alias': u'chinese', u'title': u'Chinese'}, {u'alias': u'peruvian', u'title': u'Peruvian'}]",40.78609,-73.97658,(212) 787-3388,9088.8434947,H1jops1lmuhrq9lP7lEGJQ,https://s3-media4.fl.yelpcdn.com/bphoto/QLmXYr-1-qwNT38lVG2XbA/o.jpg,False,484 Amsterdam Ave,,,New York,US,"[484 Amsterdam Ave, New York, NY 10024]",NY,10024,Flor De Mayo,12127873388.0,$$,4.0,1045,"[delivery, pickup]",https://www.yelp.com/biz/flor-de-mayo-new-york-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
16,16,me-casa-restaurant-and-catering-jersey-city,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'puertorican', u'title': u'Puerto Rican'}]",40.720908,-74.048134,(201) 706-2242,4852.73699327,HnXmp1M7oNTJ9JzzVOQgBw,https://s3-media1.fl.yelpcdn.com/bphoto/B6y9sC_Iz0Ona3qq3GsCSQ/o.jpg,False,356 Varick St,,,Jersey City,US,"[356 Varick St, Jersey City, NJ 07302]",NJ,7302,ME Casa Restaurant and Catering,12017062242.0,$$,4.0,660,"[delivery, pickup]",https://www.yelp.com/biz/me-casa-restaurant-and-catering-jersey-city?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
17,17,latin-american-restaurant-union-city,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'cuban', u'title': u'Cuban'}]",40.7787,-74.02436,(201) 863-9280,8530.14285017,KcARruW1chDtvQNkFdWN6w,https://s3-media1.fl.yelpcdn.com/bphoto/UrOh-TQ1c2TV9Y55zdkrfQ/o.jpg,False,4317 Bergenline Ave,,,Union City,US,"[4317 Bergenline Ave, Union City, NJ 07087]",NJ,7087,Latin American Restaurant,12018639280.0,$$,4.0,33,[],https://www.yelp.com/biz/latin-american-restaurant-union-city?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
18,18,calle-dao-bryant-park-new-york,"[{u'alias': u'cuban', u'title': u'Cuban'}, {u'alias': u'cocktailbars', u'title': u'Cocktail Bars'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}]",40.752155,-73.984223,(212) 221-9002,5262.78446001,LQHegfNHe7ylY3bocrFlpg,https://s3-media4.fl.yelpcdn.com/bphoto/VWVDXCpZcx80WNs_9dBnWQ/o.jpg,False,38 W 39th St,,,New York,US,"[38 W 39th St, New York, NY 10018]",NY,10018,Calle Dao - Bryant Park,12122219002.0,$$,4.0,1107,"[restaurant_reservation, delivery, pickup]",https://www.yelp.com/biz/calle-dao-bryant-park-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
19,19,havana-alma-de-cuba-new-york,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'cuban', u'title': u'Cuban'}]",40.73319,-74.00451,(212) 242-3800,3204.99799278,2bNr4ghmQHI74AeS7c_7kg,https://s3-media3.fl.yelpcdn.com/bphoto/EXgghGi9Zwredcq3kr1wSw/o.jpg,False,94 Christopher St,,,New York,US,"[94 Christopher St, New York, NY 10014]",NY,10014,Havana Alma De Cuba,12122423800.0,$$,3.5,757,"[delivery, pickup]",https://www.yelp.com/biz/havana-alma-de-cuba-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
20,20,favela-cubana-new-york,"[{u'alias': u'cuban', u'title': u'Cuban'}, {u'alias': u'brazilian', u'title': u'Brazilian'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}]",40.7284702113,-73.9979839325,(212) 777-6500,2579.12446885,hJrZIHNRVUuC_PXAORxj9g,https://s3-media4.fl.yelpcdn.com/bphoto/kGNC0X8JTHAgdFT_JrJjDg/o.jpg,False,543 LaGuardia Pl,,,New York,US,"[543 LaGuardia Pl, New York, NY 10012]",NY,10012,Favela Cubana,12127776500.0,$$,4.5,1094,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/favela-cubana-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
21,21,cascalote-latin-bistro-new-york,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.79267,-73.94059,(646) 351-6574,10701.5810099,BxnrBKdLwdaEXyq97uxgKg,https://s3-media1.fl.yelpcdn.com/bphoto/LTSC5Du2J_aQ2d43iZqTqw/o.jpg,False,2126 2nd Ave,,,New York,US,"[2126 2nd Ave, New York, NY 10029]",NY,10029,Cascalote Latin Bistro,16463516574.0,$$,4.5,277,"[delivery, pickup]",https://www.yelp.com/biz/cascalote-latin-bistro-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
22,22,cienfuegos-new-york,"[{u'alias': u'cuban', u'title': u'Cuban'}, {u'alias': u'vegan', u'title': u'Vegan'}, {u'alias': u'cocktailbars', u'title': u'Cocktail Bars'}]",40.72566,-73.98412,(212) 614-6818,2406.14420299,9S7aUnJFo5t3SJMm6tmPcA,https://s3-media2.fl.yelpcdn.com/bphoto/fufKU11U-ODMZtl9GvFSjQ/o.jpg,False,95 Ave A,,,New York,US,"[95 Ave A, New York, NY 10009]",NY,10009,Cienfuegos,12126146818.0,$$,4.0,640,[],https://www.yelp.com/biz/cienfuegos-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
23,23,zafra-kitchen-hoboken,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'tapas', u'title': u'Tapas Bars'}, {u'alias': u'cuban', u'title': u'Cuban'}]",40.74069,-74.03351,(201) 610-9801,5128.59750534,Fwu9oBE8wEjh0cxxzuY2_w,https://s3-media3.fl.yelpcdn.com/bphoto/xrzisyFqnkRbjVeHdsZ6Tg/o.jpg,False,301 Willow Ave,,,Hoboken,US,"[301 Willow Ave, Hoboken, NJ 07030]",NJ,7030,Zafra Kitchen,12016109801.0,$$,3.5,270,"[delivery, pickup]",https://www.yelp.com/biz/zafra-kitchen-hoboken?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
24,24,tabaré-brooklyn-2,"[{u'alias': u'latin', u'title': u'Latin American'}]",40.713046,-73.958968,(347) 335-0187,3095.16055953,4axlhxyN2bKuRWfnY2IhuQ,https://s3-media1.fl.yelpcdn.com/bphoto/rVjouEA51oGHk6VGwltjOg/o.jpg,False,221 S 1st St,,,Brooklyn,US,"[221 S 1st St, Brooklyn, NY 11211]",NY,11211,Tabaré,13473350187.0,$$,4.0,572,[restaurant_reservation],https://www.yelp.com/biz/tabar%C3%A9-brooklyn-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
25,25,palo-santo-brooklyn,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'caribbean', u'title': u'Caribbean'}, {u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}]",40.676716,-73.982009,(718) 636-6311,3358.2016156,sQ7ENDHnfF9dIHhYrI8oHw,https://s3-media2.fl.yelpcdn.com/bphoto/D-h2pTUBWznf_rjYQ1cT4A/o.jpg,False,652 Union St,,,Brooklyn,US,"[652 Union St, Brooklyn, NY 11215]",NY,11215,Palo Santo,17186366311.0,$$,4.0,438,[restaurant_reservation],https://www.yelp.com/biz/palo-santo-brooklyn?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
26,26,travesias-bronx,"[{u'alias': u'latin', u'title': u'Latin American'}]",40.824337,-73.8203876,(718) 828-3834,19725.9682629,P8PGGzxZeMm6Na5gYqvudw,https://s3-media1.fl.yelpcdn.com/bphoto/oIfvT2pCvIZjt838BQzU_Q/o.jpg,False,3834 E Tremont Ave,,,Bronx,US,"[3834 E Tremont Ave, Bronx, NY 10465]",NY,10465,Travesias,17188283834.0,$$,4.0,374,[restaurant_reservation],https://www.yelp.com/biz/travesias-bronx?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
27,27,latin-beet-kitchen-new-york,"[{u'alias': u'breakfast_brunch', u'title': u'Breakfast & Brunch'}, {u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'gluten_free', u'title': u'Gluten-Free'}]",40.7433815002,-73.9912948608,(917) 993-7323,4225.08600803,eSZKVysLGxQlcxEzsUYgfQ,https://s3-media4.fl.yelpcdn.com/bphoto/_vCLPt40wJmp6BXf2ppt0w/o.jpg,False,43 W 24th St,,,New York,US,"[43 W 24th St, New York, NY 10010]",NY,10010,Latin Beet Kitchen,19179937323.0,$$,4.5,93,[],https://www.yelp.com/biz/latin-beet-kitchen-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
28,28,cuba-restaurant-and-rum-bar-new-york,"[{u'alias': u'cuban', u'title': u'Cuban'}]",40.729084,-73.998832,(212) 420-7878,2657.2261779,UKy0nNjMkOBEU3dOCH831w,https://s3-media2.fl.yelpcdn.com/bphoto/gR2Ht2g1SVYT9QEuDeC35w/o.jpg,False,222 Thompson St,,,New York,US,"[222 Thompson St, New York, NY 10012]",NY,10012,Cuba Restaurant and Rum Bar,12124207878.0,$$,4.0,1349,"[delivery, pickup]",https://www.yelp.com/biz/cuba-restaurant-and-rum-bar-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
29,29,cocina-del-sur-new-york-2,"[{u'alias': u'latin', u'title': u'Latin American'}]",40.7515296936,-73.9846572876,(646) 274-1995,5187.15221265,1HPdyg0OLRkjHeixVmbu0Q,https://s3-media4.fl.yelpcdn.com/bphoto/FHoLZctKKywOglDk_MyOpA/o.jpg,False,40 W 38th St,,,New York,US,"[40 W 38th St, New York, NY 10018]",NY,10018,Cocina Del Sur,16462741995.0,$$,4.0,66,"[delivery, pickup]",https://www.yelp.com/biz/cocina-del-sur-new-york-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
30,30,tinas-restaurant-new-york-227,"[{u'alias': u'cuban', u'title': u'Cuban'}, {u'alias': u'fooddeliveryservices', u'title': u'Food Delivery Services'}]",40.76306,-73.9757,(212) 315-4313,6592.10906352,efxcTuq9Web2AWehfmYMQw,https://s3-media2.fl.yelpcdn.com/bphoto/Ww8JfeNG7auvpc4kYhS1lg/o.jpg,False,23 W 56th St,,,New York,US,"[23 W 56th St, New York, NY 10019]",NY,10019,Tina's Restaurant,12123154313.0,$$,4.0,541,"[delivery, pickup]",https://www.yelp.com/biz/tinas-restaurant-new-york-227?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
31,31,sabor-guarani-restaurant-bar-bayside,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'bars', u'title': u'Bars'}]",40.7640643,-73.7715392,(347) 836-8901,19868.1345045,vBpZIlhVF_DABp8ucu97yw,https://s3-media1.fl.yelpcdn.com/bphoto/Pv-4s4ECS_18oDt581dJTA/o.jpg,False,40-04 Bell Blvd,,,Bayside,US,"[40-04 Bell Blvd, Bayside, NY 11361]",NY,11361,Sabor Guarani Restaurant Bar,13478368901.0,$$,4.0,171,[pickup],https://www.yelp.com/biz/sabor-guarani-restaurant-bar-bayside?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
32,32,pio-pio-8-new-york-5,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'peruvian', u'title': u'Peruvian'}]",40.7605062893,-73.9945644889,(212) 459-2929,6122.58697676,OwV-MtDBC2H08rVcBqP2mA,https://s3-media4.fl.yelpcdn.com/bphoto/g3HTOJvcILr8Ca7d0B2tZg/o.jpg,False,604 10th Ave,,,New York,US,"[604 10th Ave, New York, NY 10036]",NY,10036,Pio Pio 8,12124592929.0,$$,4.0,2020,[],https://www.yelp.com/biz/pio-pio-8-new-york-5?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
33,33,caracas-arepa-bar-new-york,"[{u'alias': u'venezuelan', u'title': u'Venezuelan'}, {u'alias': u'bars', u'title': u'Bars'}]",40.7269655,-73.9854223,(212) 228-5062,2507.05691308,iBm8YTqNwrddsxWdqLPK-A,https://s3-media2.fl.yelpcdn.com/bphoto/q32mPKv-WrIiavzLeD4SJg/o.jpg,False,91 E 7th St,,,New York,US,"[91 E 7th St, New York, NY 10009]",NY,10009,Caracas Arepa Bar,12122285062.0,$$,4.0,2446,[],https://www.yelp.com/biz/caracas-arepa-bar-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
34,34,raices-new-york,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'latin', u'title': u'Latin American'}]",40.86639,-73.92001,(917) 460-0114,18958.6036629,8o-B_1q4XB48CmdaXdm2KQ,https://s3-media3.fl.yelpcdn.com/bphoto/QdwCrSLb5tR6W9IPEVrYXQ/o.jpg,False,565 W 207th St,,,New York,US,"[565 W 207th St, New York, NY 10034]",NY,10034,Raices,19174600114.0,$$,4.0,96,"[delivery, pickup, restaurant_reservation]",https://www.yelp.com/biz/raices-new-york?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
